cube_id,poly_id,face,cube_x,cube_y,poly_x0,poly_y0,poly_x1,poly_y1,poly_x2,poly_y2,poly_x3,poly_y3,plot_x,plot_y,dim_x,dim_y,r,g,b,mask_filename,render_type,render_obj_id,scale,align_vert,align_horiz,panel_base_filename
21,32,south,0,3,144,80,176,80,176,112,144,112,150,90,20,22,127,127,153,032.png,sprite,24,50.0,bottom,center,24_032
27,40,south,0,2,132,79,186,79,186,133,132,133,142,96,34,36,127,63,153,040.png,sprite,24,50.0,bottom,center,24_040
31,44,south,0,1,80,80,240,80,240,240,80,240,110,130,100,30,127,0,153,044.png,sprite,24,50.0,bottom,center,24_044
4,4,south,0,5,150,79,168,79,168,97,150,97,150,87,17,9,127,255,153,004.png,sprite,40,50.0,bottom,center,40_004
13,20,south,0,4,148,79,170,79,170,102,148,102,148,89,22,12,127,191,153,020.png,sprite,40,50.0,bottom,center,40_020
21,32,south,0,3,144,80,176,80,176,112,144,112,144,94,32,18,127,127,153,032.png,sprite,40,50.0,bottom,center,40_032
27,40,south,0,2,132,79,186,79,186,133,132,133,132,103,53,29,127,63,153,040.png,sprite,40,50.0,bottom,center,40_040
31,44,south,0,1,80,80,240,80,240,240,80,240,110,150,90,10,127,0,153,044.png,sprite,40,50.0,bottom,center,40_044
4,4,south,0,5,150,79,168,79,168,97,150,97,150,81,17,15,127,255,153,004.png,sprite,41,50.0,bottom,center,41_004
13,20,south,0,4,148,79,170,79,170,102,148,102,148,81,22,20,127,191,153,020.png,sprite,41,50.0,bottom,center,41_020
21,32,south,0,3,144,80,176,80,176,112,144,112,144,82,32,30,127,127,153,032.png,sprite,41,50.0,bottom,center,41_032
27,40,south,0,2,132,79,186,79,186,133,132,133,132,83,53,49,127,63,153,040.png,sprite,41,50.0,bottom,center,41_040
31,44,south,0,1,80,80,240,80,240,240,80,240,80,90,130,70,127,0,153,044.png,sprite,41,50.0,bottom,center,41_044
4,4,south,0,5,150,79,168,79,168,97,150,97,153,84,14,12,127,255,153,004.png,sprite,42,50.0,bottom,center,42_004
13,20,south,0,4,148,79,170,79,170,102,148,102,151,85,19,16,127,191,153,020.png,sprite,42,50.0,bottom,center,42_020
21,32,south,0,3,144,80,176,80,176,112,144,112,148,88,28,24,127,127,153,032.png,sprite,42,50.0,bottom,center,42_032
27,40,south,0,2,132,79,186,79,186,133,132,133,139,93,46,39,127,63,153,040.png,sprite,42,50.0,bottom,center,42_040
31,44,south,0,1,80,80,240,80,240,240,80,240,100,120,100,40,127,0,153,044.png,sprite,42,50.0,bottom,center,42_044
4,4,south,0,5,150,79,168,79,168,97,150,97,150,90,17,6,127,255,153,004.png,sprite,43,50.0,bottom,center,43_004
13,20,south,0,4,148,79,170,79,170,102,148,102,148,93,22,8,127,191,153,020.png,sprite,43,50.0,bottom,center,43_020
21,32,south,0,3,144,80,176,80,176,112,144,112,144,100,32,12,127,127,153,032.png,sprite,43,50.0,bottom,center,43_032
27,40,south,0,2,132,79,186,79,186,133,132,133,132,113,53,19,127,63,153,040.png,sprite,43,50.0,bottom,center,43_040
31,44,south,0,1,80,80,240,80,240,240,80,240,240,160,1,1,127,0,153,044.png,sprite,43,50.0,bottom,center,43_044
4,4,south,0,5,150,79,168,79,168,97,150,97,154,86,13,10,127,255,153,004.png,sprite,44,50.0,bottom,center,44_004
13,20,south,0,4,148,79,170,79,170,102,148,102,153,88,17,13,127,191,153,020.png,sprite,44,50.0,bottom,center,44_020
21,32,south,0,3,144,80,176,80,176,112,144,112,150,92,26,20,127,127,153,032.png,sprite,44,50.0,bottom,center,44_032
27,40,south,0,2,132,79,186,79,186,133,132,133,142,99,43,33,127,63,153,040.png,sprite,44,50.0,bottom,center,44_040
31,44,south,0,1,80,80,240,80,240,240,80,240,110,140,90,20,127,0,153,044.png,sprite,44,50.0,bottom,center,44_044
4,4,south,0,5,150,79,168,79,168,97,150,97,150,85,17,11,127,255,153,004.png,sprite,45,50.0,bottom,center,45_004
13,20,south,0,4,148,79,170,79,170,102,148,102,148,86,22,15,127,191,153,020.png,sprite,45,50.0,bottom,center,45_020
21,32,south,0,3,144,80,176,80,176,112,144,112,144,90,32,22,127,127,153,032.png,sprite,45,50.0,bottom,center,45_032
27,40,south,0,2,132,79,186,79,186,133,132,133,132,96,53,36,127,63,153,040.png,sprite,45,50.0,bottom,center,45_040
31,44,south,0,1,80,80,240,80,240,240,80,240,80,130,130,30,127,0,153,044.png,sprite,45,50.0,bottom,center,45_044
4,4,south,0,5,150,79,168,79,168,97,150,97,150,87,17,9,127,255,153,004.png,sprite,46,50.0,bottom,center,46_004
13,20,south,0,4,148,79,170,79,170,102,148,102,148,89,22,12,127,191,153,020.png,sprite,46,50.0,bottom,center,46_020
21,32,south,0,3,144,80,176,80,176,112,144,112,144,94,32,18,127,127,153,032.png,sprite,46,50.0,bottom,center,46_032
27,40,south,0,2,132,79,186,79,186,133,132,133,132,103,53,29,127,63,153,040.png,sprite,46,50.0,bottom,center,46_040
31,44,south,0,1,80,80,240,80,240,240,80,240,140,150,90,10,127,0,153,044.png,sprite,46,50.0,bottom,center,46_044
4,4,south,0,5,150,79,168,79,168,97,150,97,150,86,17,9,127,255,153,004.png,sprite,47,50.0,bottom,center,47_004
13,20,south,0,4,148,79,170,79,170,102,148,102,148,88,22,12,127,191,153,020.png,sprite,47,50.0,bottom,center,47_020
21,32,south,0,3,144,80,176,80,176,112,144,112,144,92,32,18,127,127,153,032.png,sprite,47,50.0,bottom,center,47_032
27,40,south,0,2,132,79,186,79,186,133,132,133,132,99,53,30,127,63,153,040.png,sprite,47,50.0,bottom,center,47_040
31,44,south,0,1,80,80,240,80,240,240,80,240,180,140,30,20,127,0,153,044.png,sprite,47,50.0,bottom,center,47_044
4,4,south,0,5,150,79,168,79,168,97,150,97,153,90,13,6,127,255,153,004.png,sprite,48,50.0,bottom,center,48_004
13,20,south,0,4,148,79,170,79,170,102,148,102,151,93,18,8,127,191,153,020.png,sprite,48,50.0,bottom,center,48_020
21,32,south,0,3,144,80,176,80,176,112,144,112,148,100,26,12,127,127,153,032.png,sprite,48,50.0,bottom,center,48_032
27,40,south,0,2,132,79,186,79,186,133,132,133,139,113,43,19,127,63,153,040.png,sprite,48,50.0,bottom,center,48_040
31,44,south,0,1,80,80,240,80,240,240,80,240,240,160,1,1,127,0,153,044.png,sprite,48,50.0,bottom,center,48_044
4,4,south,0,5,150,79,168,79,168,97,150,97,152,88,14,6,127,255,153,004.png,sprite,49,50.0,bottom,center,49_004
13,20,south,0,4,148,79,170,79,170,102,148,102,150,90,19,9,127,191,153,020.png,sprite,49,50.0,bottom,center,49_020
21,32,south,0,3,144,80,176,80,176,112,144,112,146,96,28,12,127,127,153,032.png,sprite,49,50.0,bottom,center,49_032
27,40,south,0,2,132,79,186,79,186,133,132,133,136,106,46,20,127,63,153,040.png,sprite,49,50.0,bottom,center,49_040
31,44,south,0,1,80,80,240,80,240,240,80,240,240,160,1,1,127,0,153,044.png,sprite,49,50.0,bottom,center,49_044
4,4,south,0,5,150,79,168,79,168,97,150,97,154,83,9,13,127,255,153,004.png,sprite,50,50.0,bottom,center,50_004
13,20,south,0,4,148,79,170,79,170,102,148,102,153,84,12,17,127,191,153,020.png,sprite,50,50.0,bottom,center,50_020
21,32,south,0,3,144,80,176,80,176,112,144,112,150,86,18,26,127,127,153,032.png,sprite,50,50.0,bottom,center,50_032
27,40,south,0,2,132,79,186,79,186,133,132,133,142,89,30,43,127,63,153,040.png,sprite,50,50.0,bottom,center,50_040
31,44,south,0,1,80,80,240,80,240,240,80,240,120,110,70,50,127,0,153,044.png,sprite,50,50.0,bottom,center,50_044
4,4,south,0,5,146,70,172,70,172,97,146,97,151,70,18,26,127,255,153,004.png,sprite,51,75.0,bottom,center,51_004
13,20,south,0,4,142,68,176,68,176,102,142,102,149,68,23,33,127,191,153,020.png,sprite,51,75.0,bottom,center,51_020
21,32,south,0,3,136,64,184,64,184,112,136,112,145,64,33,48,127,127,153,032.png,sprite,51,75.0,bottom,center,51_032
27,40,south,0,2,119,52,199,52,199,133,119,133,134,52,55,80,127,63,153,040.png,sprite,51,75.0,bottom,center,51_040
31,44,south,0,1,40,0,280,0,280,240,40,240,85,0,165,160,127,0,153,044.png,sprite,51,75.0,bottom,center,51_044
4,4,south,0,5,146,70,172,70,172,97,146,97,153,70,15,26,127,255,153,004.png,sprite,52,75.0,bottom,center,52_004
13,20,south,0,4,142,68,176,68,176,102,142,102,151,68,19,33,127,191,153,020.png,sprite,52,75.0,bottom,center,52_020
21,32,south,0,3,136,64,184,64,184,112,136,112,148,64,27,48,127,127,153,032.png,sprite,52,75.0,bottom,center,52_032
27,40,south,0,2,119,52,199,52,199,133,119,133,139,52,45,80,127,63,153,040.png,sprite,52,75.0,bottom,center,52_040
31,44,south,0,1,40,0,280,0,280,240,40,240,100,0,135,160,127,0,153,044.png,sprite,52,75.0,bottom,center,52_044
4,4,south,0,5,142,62,177,62,177,97,142,97,142,62,35,35,127,255,153,004.png,cube,57,100.0,center,center,57_004
9,9,east,-4,4,0,57,35,62,35,97,0,102,0,57,35,45,0,191,51,009.png,cube,57,100.0,center,center,57_009
10,10,east,-3,4,46,57,71,62,71,97,46,102,46,57,25,45,31,191,51,010.png,cube,57,100.0,center,center,57_010
11,11,east,-2,4,91,57,106,62,106,97,91,102,91,57,15,45,63,191,51,011.png,cube,57,100.0,center,center,57_011
12,12,east,-1,4,137,57,142,62,142,97,137,102,137,57,5,45,95,191,51,012.png,cube,57,100.0,center,center,57_012
14,13,west,1,4,177,62,182,57,182,102,177,97,177,63,5,43,159,191,255,013.png,cube,57,100.0,center,center,57_013
15,14,west,2,4,213,62,228,57,228,102,213,97,213,62,15,45,191,191,255,014.png,cube,57,100.0,center,center,57_014
16,15,west,3,4,248,62,273,57,273,102,248,97,248,62,25,45,223,191,255,015.png,cube,57,100.0,center,center,57_015
17,16,west,4,4,284,62,319,57,319,102,284,97,284,62,35,45,255,191,255,016.png,cube,57,100.0,center,center,57_016
13,20,south,0,4,137,57,182,57,182,102,137,102,137,57,45,45,127,191,153,020.png,cube,57,100.0,center,center,57_020
18,24,east,-3,3,0,48,46,57,46,102,0,112,0,48,46,64,31,127,51,024.png,cube,57,100.0,center,center,57_024
19,25,east,-2,3,63,48,91,57,91,102,63,112,63,48,28,64,63,127,51,025.png,cube,57,100.0,center,center,57_025
20,26,east,-1,3,128,48,137,57,137,102,128,112,128,48,9,64,95,127,51,026.png,cube,57,100.0,center,center,57_026
22,27,west,1,3,182,57,192,48,192,112,182,102,182,58,10,62,159,127,255,027.png,cube,57,100.0,center,center,57_027
23,28,west,2,3,228,57,256,48,256,112,228,102,228,57,28,64,191,127,255,028.png,cube,57,100.0,center,center,57_028
24,29,west,3,3,273,57,320,48,320,112,273,102,273,57,47,64,223,127,255,029.png,cube,57,100.0,center,center,57_029
21,32,south,0,3,128,48,192,48,192,112,128,112,128,48,64,64,127,127,153,032.png,cube,57,100.0,center,center,57_032
25,35,east,-2,2,0,26,63,48,63,112,0,133,0,26,63,107,63,63,51,035.png,cube,57,100.0,center,center,57_035
26,36,east,-1,2,106,26,128,48,128,112,106,133,106,26,22,107,95,63,51,036.png,cube,57,100.0,center,center,57_036
28,37,west,1,2,192,48,213,26,213,133,192,112,192,49,21,105,159,63,255,037.png,cube,57,100.0,center,center,57_037
29,38,west,2,2,256,48,319,26,319,133,256,112,256,48,63,107,191,63,255,038.png,cube,57,100.0,center,center,57_038
27,40,south,0,2,106,26,213,26,213,133,106,133,106,26,107,107,127,63,153,040.png,cube,57,100.0,center,center,57_040
30,42,east,-1,1,0,-80,106,26,106,133,0,240,0,0,106,160,95,0,51,042.png,cube,57,100.0,center,center,57_042
32,43,west,1,1,213,26,320,-80,320,240,213,133,213,26,107,160,159,0,255,043.png,cube,57,100.0,center,center,57_043
31,44,south,0,1,0,-80,320,-80,320,240,0,240,0,0,320,160,127,0,153,044.png,cube,57,100.0,center,center,57_044
4,4,south,0,5,142,62,177,62,177,97,142,97,142,62,35,35,127,255,153,004.png,cube,58,100.0,center,center,58_004
9,9,east,-4,4,0,57,35,62,35,97,0,102,0,57,35,45,0,191,51,009.png,cube,58,100.0,center,center,58_009
10,10,east,-3,4,46,57,71,62,71,97,46,102,46,57,25,45,31,191,51,010.png,cube,58,100.0,center,center,58_010
11,11,east,-2,4,91,57,106,62,106,97,91,102,91,57,15,45,63,191,51,011.png,cube,58,100.0,center,center,58_011
12,12,east,-1,4,137,57,142,62,142,97,137,102,137,57,5,45,95,191,51,012.png,cube,58,100.0,center,center,58_012
14,13,west,1,4,177,62,182,57,182,102,177,97,177,63,5,43,159,191,255,013.png,cube,58,100.0,center,center,58_013
15,14,west,2,4,213,62,228,57,228,102,213,97,213,62,15,45,191,191,255,014.png,cube,58,100.0,center,center,58_014
16,15,west,3,4,248,62,273,57,273,102,248,97,248,62,25,45,223,191,255,015.png,cube,58,100.0,center,center,58_015
17,16,west,4,4,284,62,319,57,319,102,284,97,284,62,35,45,255,191,255,016.png,cube,58,100.0,center,center,58_016
13,20,south,0,4,137,57,182,57,182,102,137,102,137,57,45,45,127,191,153,020.png,cube,58,100.0,center,center,58_020
18,24,east,-3,3,0,48,46,57,46,102,0,112,0,48,46,64,31,127,51,024.png,cube,58,100.0,center,center,58_024
19,25,east,-2,3,63,48,91,57,91,102,63,112,63,48,28,64,63,127,51,025.png,cube,58,100.0,center,center,58_025
20,26,east,-1,3,128,48,137,57,137,102,128,112,128,48,9,64,95,127,51,026.png,cube,58,100.0,center,center,58_026
22,27,west,1,3,182,57,192,48,192,112,182,102,182,58,10,62,159,127,255,027.png,cube,58,100.0,center,center,58_027
23,28,west,2,3,228,57,256,48,256,112,228,102,228,57,28,64,191,127,255,028.png,cube,58,100.0,center,center,58_028
24,29,west,3,3,273,57,320,48,320,112,273,102,273,57,47,64,223,127,255,029.png,cube,58,100.0,center,center,58_029
21,32,south,0,3,128,48,192,48,192,112,128,112,128,48,64,64,127,127,153,032.png,cube,58,100.0,center,center,58_032
25,35,east,-2,2,0,26,63,48,63,112,0,133,0,26,63,107,63,63,51,035.png,cube,58,100.0,center,center,58_035
26,36,east,-1,2,106,26,128,48,128,112,106,133,106,26,22,107,95,63,51,036.png,cube,58,100.0,center,center,58_036
28,37,west,1,2,192,48,213,26,213,133,192,112,192,49,21,105,159,63,255,037.png,cube,58,100.0,center,center,58_037
29,38,west,2,2,256,48,319,26,319,133,256,112,256,48,63,107,191,63,255,038.png,cube,58,100.0,center,center,58_038
27,40,south,0,2,106,26,213,26,213,133,106,133,106,26,107,107,127,63,153,040.png,cube,58,100.0,center,center,58_040
30,42,east,-1,1,0,-80,106,26,106,133,0,240,0,0,106,160,95,0,51,042.png,cube,58,100.0,center,center,58_042
32,43,west,1,1,213,26,320,-80,320,240,213,133,213,26,107,160,159,0,255,043.png,cube,58,100.0,center,center,58_043
31,44,south,0,1,0,-80,320,-80,320,240,0,240,0,0,320,160,127,0,153,044.png,cube,58,100.0,center,center,58_044
4,4,south,0,5,142,62,177,62,177,97,142,97,142,62,35,35,127,255,153,004.png,cube,59,100.0,center,center,59_004
9,9,east,-4,4,0,57,35,62,35,97,0,102,0,57,35,45,0,191,51,009.png,cube,59,100.0,center,center,59_009
10,10,east,-3,4,46,57,71,62,71,97,46,102,46,57,25,45,31,191,51,010.png,cube,59,100.0,center,center,59_010
11,11,east,-2,4,91,57,106,62,106,97,91,102,91,57,15,45,63,191,51,011.png,cube,59,100.0,center,center,59_011
12,12,east,-1,4,137,57,142,62,142,97,137,102,137,57,5,45,95,191,51,012.png,cube,59,100.0,center,center,59_012
14,13,west,1,4,177,62,182,57,182,102,177,97,177,63,5,43,159,191,255,013.png,cube,59,100.0,center,center,59_013
15,14,west,2,4,213,62,228,57,228,102,213,97,213,62,15,45,191,191,255,014.png,cube,59,100.0,center,center,59_014
16,15,west,3,4,248,62,273,57,273,102,248,97,248,62,25,45,223,191,255,015.png,cube,59,100.0,center,center,59_015
17,16,west,4,4,284,62,319,57,319,102,284,97,284,62,35,45,255,191,255,016.png,cube,59,100.0,center,center,59_016
13,20,south,0,4,137,57,182,57,182,102,137,102,137,57,45,45,127,191,153,020.png,cube,59,100.0,center,center,59_020
18,24,east,-3,3,0,48,46,57,46,102,0,112,0,48,46,64,31,127,51,024.png,cube,59,100.0,center,center,59_024
19,25,east,-2,3,63,48,91,57,91,102,63,112,63,48,28,64,63,127,51,025.png,cube,59,100.0,center,center,59_025
20,26,east,-1,3,128,48,137,57,137,102,128,112,128,48,9,64,95,127,51,026.png,cube,59,100.0,center,center,59_026
22,27,west,1,3,182,57,192,48,192,112,182,102,182,58,10,62,159,127,255,027.png,cube,59,100.0,center,center,59_027
23,28,west,2,3,228,57,256,48,256,112,228,102,228,57,28,64,191,127,255,028.png,cube,59,100.0,center,center,59_028
24,29,west,3,3,273,57,320,48,320,112,273,102,273,57,47,64,223,127,255,029.png,cube,59,100.0,center,center,59_029
21,32,south,0,3,128,48,192,48,192,112,128,112,128,48,64,64,127,127,153,032.png,cube,59,100.0,center,center,59_032
25,35,east,-2,2,0,26,63,48,63,112,0,133,0,26,63,107,63,63,51,035.png,cube,59,100.0,center,center,59_035
26,36,east,-1,2,106,26,128,48,128,112,106,133,106,26,22,107,95,63,51,036.png,cube,59,100.0,center,center,59_036
28,37,west,1,2,192,48,213,26,213,133,192,112,192,49,21,105,159,63,255,037.png,cube,59,100.0,center,center,59_037
29,38,west,2,2,256,48,319,26,319,133,256,112,256,48,63,107,191,63,255,038.png,cube,59,100.0,center,center,59_038
27,40,south,0,2,106,26,213,26,213,133,106,133,106,26,107,107,127,63,153,040.png,cube,59,100.0,center,center,59_040
30,42,east,-1,1,0,-80,106,26,106,133,0,240,0,0,106,160,95,0,51,042.png,cube,59,100.0,center,center,59_042
32,43,west,1,1,213,26,320,-80,320,240,213,133,213,26,107,160,159,0,255,043.png,cube,59,100.0,center,center,59_043
31,44,south,0,1,0,-80,320,-80,320,240,0,240,0,0,320,160,127,0,153,044.png,cube,59,100.0,center,center,59_044
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,10,100.0,center,center,10_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,11,100.0,center,center,11_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,12,100.0,center,center,12_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,13,100.0,center,center,13_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,14,100.0,center,center,14_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,15,100.0,center,center,15_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,16,100.0,center,center,16_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,17,100.0,center,center,17_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,57,100.0,center,center,57_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,58,100.0,center,center,58_040
26,39,south,-1,2,0,26,106,26,106,133,0,133,0,26,107,107,95,63,153,039.png,cube,59,100.0,center,center,59_040
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,10,100.0,center,center,10_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,11,100.0,center,center,11_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,12,100.0,center,center,12_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,13,100.0,center,center,13_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,14,100.0,center,center,14_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,15,100.0,center,center,15_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,16,100.0,center,center,16_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,17,100.0,center,center,17_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,57,100.0,center,center,57_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,58,100.0,center,center,58_032
19,30,south,-2,3,0,48,63,48,63,112,0,112,0,48,64,64,63,127,153,030.png,cube,59,100.0,center,center,59_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,10,100.0,center,center,10_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,11,100.0,center,center,11_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,12,100.0,center,center,12_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,13,100.0,center,center,13_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,14,100.0,center,center,14_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,15,100.0,center,center,15_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,16,100.0,center,center,16_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,17,100.0,center,center,17_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,57,100.0,center,center,57_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,58,100.0,center,center,58_032
20,31,south,-1,3,63,48,128,48,128,112,63,112,63,48,64,64,95,127,153,031.png,cube,59,100.0,center,center,59_032
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,10,100.0,center,center,10_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,11,100.0,center,center,11_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,12,100.0,center,center,12_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,13,100.0,center,center,13_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,14,100.0,center,center,14_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,15,100.0,center,center,15_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,16,100.0,center,center,16_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,17,100.0,center,center,17_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,57,100.0,center,center,57_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,58,100.0,center,center,58_020
10,17,south,-3,4,0,57,46,57,46,102,0,102,0,57,45,45,31,191,153,017.png,cube,59,100.0,center,center,59_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,10,100.0,center,center,10_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,11,100.0,center,center,11_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,12,100.0,center,center,12_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,13,100.0,center,center,13_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,14,100.0,center,center,14_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,15,100.0,center,center,15_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,16,100.0,center,center,16_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,17,100.0,center,center,17_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,57,100.0,center,center,57_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,58,100.0,center,center,58_020
11,18,south,-2,4,46,57,91,57,91,102,46,102,46,57,45,45,63,191,153,018.png,cube,59,100.0,center,center,59_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,10,100.0,center,center,10_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,11,100.0,center,center,11_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,12,100.0,center,center,12_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,13,100.0,center,center,13_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,14,100.0,center,center,14_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,15,100.0,center,center,15_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,16,100.0,center,center,16_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,17,100.0,center,center,17_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,57,100.0,center,center,57_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,58,100.0,center,center,58_020
12,19,south,-1,4,91,57,137,57,137,102,91,102,91,57,45,45,95,191,153,019.png,cube,59,100.0,center,center,59_020
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,10,100.0,center,center,10_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,11,100.0,center,center,11_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,12,100.0,center,center,12_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,13,100.0,center,center,13_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,14,100.0,center,center,14_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,15,100.0,center,center,15_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,16,100.0,center,center,16_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,17,100.0,center,center,17_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,57,100.0,center,center,57_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,58,100.0,center,center,58_004
0,0,south,-4,5,0,62,35,62,35,97,0,97,0,62,35,35,0,255,153,000.png,cube,59,100.0,center,center,59_004
1,1,south,-3,5,35,62,71,62,71,97,35,97,35,62,35,35,31,255,153,001.png,cube,10,100.0,center,center,10_004
